Date,Diarrhea,Minimum Temperature,Maximum Temperature,Humidity,Preceptation
3/31/2023,18.0,22.24,29.8,83.12,34.55
4/1/2023,28.0,21.83,27.49,86.44,48.65
4/2/2023,10.0,20.83,29.73,77.56,4.64
4/3/2023,29.0,21.13,31.02,76.19,3.18
4/4/2023,11.0,22.68,32.59,76.12,0.65
4/5/2023,12.0,23.24,33.17,79.56,0.85
4/6/2023,8.0,22.83,33.5,71.0,1.18
4/7/2023,8.0,21.37,34.44,63.5,3.3
4/8/2023,27.0,21.37,35.29,58.94,0.0
4/9/2023,16.0,22.6,35.37,54.5,2.11
4/10/2023,16.0,21.82,35.37,60.19,8.45
4/11/2023,19.0,22.91,35.9,64.75,0.0
4/12/2023,19.0,22.99,36.55,57.56,0.0
4/13/2023,14.0,21.6,37.07,59.88,0.0
4/14/2023,9.0,22.72,37.97,62.88,0.0
4/15/2023,19.0,23.86,38.62,62.75,0.0
4/16/2023,27.0,24.4,37.01,63.75,0.0
4/17/2023,17.0,24.7,37.18,71.31,0.0
4/18/2023,0.0,25.32,37.58,70.44,0.0
4/19/2023,0.0,25.34,37.4,70.69,0.0
4/20/2023,8.0,25.87,38.05,70.19,0.06
4/21/2023,8.0,25.89,37.52,70.62,2.5
4/22/2023,6.0,24.65,36.99,65.75,1.58
4/23/2023,73.0,24.32,33.44,68.94,2.89
4/24/2023,70.0,23.48,34.42,59.06,0.09
4/25/2023,84.0,24.73,35.38,52.62,0.4
4/26/2023,83.0,23.55,36.05,48.94,0.01
4/27/2023,54.0,25.44,36.74,49.31,0.11
4/28/2023,50.0,24.4,34.32,60.69,12.95
4/29/2023,70.0,24.42,35.52,65.94,12.36
4/30/2023,45.0,24.62,33.92,66.25,8.71
5/1/2023,60.0,24.65,33.53,65.31,1.01
5/2/2023,54.0,24.58,35.08,58.5,0.16
5/3/2023,48.0,25.08,33.98,64.88,11.41
5/4/2023,51.0,24.84,33.3,72.5,17.97
5/5/2023,43.0,24.11,32.37,74.81,9.34
5/6/2023,59.0,25.22,34.06,72.31,3.7
5/7/2023,53.0,25.03,36.02,64.25,3.99
5/8/2023,53.0,24.67,38.26,56.75,0.0
5/9/2023,16.0,25.0,38.61,55.0,0.0
5/10/2023,64.0,25.66,39.13,62.44,0.0
5/11/2023,13.0,26.6,37.65,64.44,1.24
5/12/2023,30.0,25.76,35.43,67.25,2.05
5/13/2023,63.0,26.75,36.9,63.19,0.58
5/14/2023,69.0,24.96,34.64,62.81,0.34
5/15/2023,51.0,23.62,35.9,59.75,0.56
5/16/2023,44.0,25.89,35.93,72.31,9.83
5/17/2023,42.0,26.02,32.55,84.06,28.42
5/18/2023,18.0,25.77,31.52,87.19,40.09
5/19/2023,7.0,25.21,31.39,85.44,6.52
5/20/2023,20.0,26.11,33.19,81.56,1.2
5/21/2023,16.0,25.59,32.69,81.62,5.71
5/22/2023,12.0,26.11,31.51,86.0,21.77
5/23/2023,19.0,26.02,30.83,88.62,31.54
5/24/2023,20.0,24.36,30.62,85.94,52.24
5/25/2023,16.0,23.55,30.83,86.31,11.91
5/26/2023,20.0,25.77,31.43,84.12,5.27
