Date,Diarrhea,Minimum Temperature,Maximum Temperature,Humidity,Preceptation
5/25/2023,58.0,24.85,31.96,85.31,14.92
5/26/2023,37.0,25.96,32.76,83.25,9.94
5/27/2023,62.0,25.68,33.16,78.69,15.66
5/28/2023,36.0,24.33,33.74,74.06,5.76
5/29/2023,42.0,25.43,34.45,70.88,0.01
5/30/2023,34.0,25.77,35.64,73.12,0.0
5/31/2023,36.0,26.2,36.26,74.56,0.0
6/1/2023,25.0,26.87,35.3,76.5,0.0
6/2/2023,24.0,27.07,36.4,74.81,0.04
6/3/2023,25.0,26.71,35.98,75.5,0.12
6/4/2023,23.0,26.96,35.54,75.19,0.0
6/5/2023,18.0,26.3,35.06,76.44,0.0
6/6/2023,23.0,26.72,35.28,76.25,0.02
6/7/2023,29.0,27.09,35.81,74.5,0.46
6/8/2023,25.0,27.44,37.1,71.44,2.03
6/9/2023,16.0,27.19,33.93,76.44,10.76
6/10/2023,35.0,26.41,35.2,75.75,6.93
6/11/2023,29.0,26.1,34.91,78.44,5.62
6/12/2023,28.0,27.19,33.29,82.38,3.53
6/13/2023,23.0,26.64,34.19,83.56,13.42
6/14/2023,30.0,27.69,34.35,83.94,7.79
6/15/2023,31.0,28.01,36.99,80.0,3.42
6/16/2023,29.0,27.73,34.52,83.69,4.59
6/17/2023,43.0,27.72,34.65,83.19,3.24
6/18/2023,37.0,27.27,32.87,84.38,6.92
6/19/2023,16.0,26.91,31.34,89.06,13.79
6/20/2023,48.0,26.84,31.94,87.44,3.51
6/21/2023,32.0,27.15,31.28,89.69,11.93
6/22/2023,28.0,26.37,31.57,88.19,10.79
6/23/2023,17.0,25.83,33.01,84.62,13.92
6/24/2023,35.0,26.29,33.67,84.5,7.84
6/25/2023,28.0,26.35,33.69,84.25,6.84
6/26/2023,4.0,26.37,30.15,89.44,14.48
6/27/2023,3.0,26.02,29.61,93.5,38.36
6/28/2023,11.0,26.24,29.92,92.25,32.64
6/29/2023,8.0,26.44,30.05,92.75,43.3
6/30/2023,32.0,26.64,31.3,90.94,20.16
7/1/2023,30.0,26.58,32.81,87.31,10.83
7/2/2023,38.0,27.15,31.08,91.94,12.34
7/3/2023,42.0,27.01,32.3,88.94,5.82
7/4/2023,40.0,26.77,33.33,85.69,5.77
7/5/2023,36.0,26.61,32.73,88.0,7.26
7/6/2023,22.0,26.59,32.34,88.31,14.24
7/7/2023,16.0,27.06,31.04,91.06,14.69
7/8/2023,15.0,26.61,33.14,89.38,19.56
7/9/2023,59.0,26.41,32.34,87.44,12.43
7/10/2023,35.0,26.58,33.14,87.25,7.69
7/11/2023,38.0,25.97,33.23,85.69,2.01
7/12/2023,36.0,25.51,31.83,88.0,3.9
7/13/2023,30.0,26.4,30.65,91.44,7.63
7/14/2023,22.0,26.41,31.53,89.5,7.02
7/15/2023,34.0,26.02,32.84,85.44,5.81
7/16/2023,26.0,26.42,32.61,88.0,3.54
7/17/2023,17.0,26.24,32.34,88.94,3.28
7/18/2023,23.0,26.2,32.26,88.06,2.71
7/19/2023,12.0,26.61,33.32,86.75,1.56
7/20/2023,14.0,26.43,32.22,88.81,0.9
7/21/2023,19.0,26.73,31.18,89.94,2.76
7/22/2023,64.0,26.73,32.34,88.62,5.33
7/23/2023,69.0,26.28,32.25,88.38,3.18
7/24/2023,49.0,25.69,33.8,84.81,0.93
7/25/2023,43.0,26.1,33.24,86.12,2.98
7/26/2023,30.0,26.54,32.33,88.25,13.51
7/27/2023,28.0,26.49,33.19,86.75,7.31
7/28/2023,33.0,26.47,33.65,86.88,7.93
7/29/2023,33.0,26.6,33.82,86.62,8.14
7/30/2023,55.0,26.75,33.65,86.0,2.23
7/31/2023,39.0,26.97,34.74,78.62,10.16
8/1/2023,34.0,27.55,34.08,86.5,38.34
8/2/2023,43.0,26.79,31.19,89.81,16.53
8/3/2023,37.0,26.67,32.03,88.12,3.05
8/4/2023,22.0,26.3,31.83,87.5,17.02
8/5/2023,43.0,25.86,31.9,87.56,7.73
8/6/2023,30.0,26.62,29.68,91.19,13.31
8/7/2023,34.0,26.62,30.5,91.81,44.49
8/8/2023,46.0,25.91,31.19,89.69,20.83
8/9/2023,56.0,26.07,30.22,91.31,15.19
8/10/2023,29.0,25.83,32.21,86.56,6.36
8/11/2023,34.0,26.06,31.76,88.06,9.99
8/12/2023,47.0,25.71,30.19,91.94,12.62
8/13/2023,26.0,25.69,31.23,87.44,28.6
8/14/2023,22.0,25.4,32.63,84.12,9.12
8/15/2023,24.0,26.07,31.99,88.12,6.13
8/16/2023,38.0,26.34,32.74,87.44,9.58
8/17/2023,30.0,26.48,30.36,89.88,16.71
8/18/2023,31.0,25.65,31.74,89.25,6.31
8/19/2023,38.0,26.28,32.04,89.12,3.53
8/20/2023,37.0,25.89,32.46,87.56,1.53
8/21/2023,35.0,25.13,32.31,88.88,4.13
8/22/2023,32.0,26.22,31.3,90.75,4.57
8/23/2023,42.0,26.12,31.47,90.56,23.17
8/24/2023,27.0,26.35,30.59,92.62,30.58
8/25/2023,39.0,26.15,30.72,92.0,28.46
8/26/2023,32.0,25.7,30.02,92.88,12.44
8/27/2023,31.0,26.29,31.16,90.69,6.04
8/28/2023,38.0,26.22,32.96,83.81,2.77
8/29/2023,46.0,26.25,33.12,77.12,3.5
8/30/2023,35.0,26.22,33.73,76.06,0.51
8/31/2023,33.0,26.9,33.04,80.81,2.49
9/1/2023,42.0,26.66,32.34,87.88,8.36
9/2/2023,40.0,26.8,31.76,86.94,11.19
9/3/2023,41.0,26.8,31.36,88.44,7.59
9/4/2023,34.0,26.13,29.65,91.88,10.59
9/5/2023,20.0,25.72,32.01,88.81,9.94
9/6/2023,19.0,26.2,30.48,92.38,7.14
9/7/2023,31.0,25.94,31.01,93.19,15.23
9/8/2023,30.0,26.35,29.39,94.44,14.94
9/9/2023,43.0,25.77,31.75,89.19,6.52
9/10/2023,42.0,25.55,32.69,87.19,1.04
9/11/2023,40.0,26.34,32.59,86.94,1.64
9/12/2023,33.0,26.08,32.36,87.75,9.91
9/13/2023,9.0,25.5,29.6,92.56,2.58
9/14/2023,9.423076923076923,26.57,31.12,91.75,13.12
9/15/2023,9.846153846153847,26.22,29.73,93.38,5.2
9/16/2023,10.26923076923077,25.43,32.17,88.62,2.08
9/17/2023,10.692307692307692,26.03,33.18,83.25,2.18
9/18/2023,11.115384615384615,25.98,30.16,91.62,21.64
9/19/2023,11.538461538461538,25.3,30.56,92.31,14.14
9/20/2023,11.961538461538462,26.39,29.46,93.5,25.24
9/21/2023,12.384615384615385,26.31,29.15,94.62,16.27
9/22/2023,12.807692307692307,26.07,29.65,93.44,19.4
9/23/2023,13.23076923076923,25.55,30.9,92.38,16.5
9/24/2023,13.653846153846153,25.9,30.69,92.19,21.98
9/25/2023,14.076923076923077,25.52,30.91,90.81,8.25
9/26/2023,14.5,25.41,32.39,86.44,4.62
9/27/2023,14.923076923076923,25.51,31.34,86.69,2.01
9/28/2023,15.346153846153847,25.32,31.82,87.25,1.33
9/29/2023,15.76923076923077,25.9,30.8,92.38,9.33
9/30/2023,16.192307692307693,26.03,29.22,94.38,11.53
10/1/2023,16.615384615384613,25.26,30.93,90.94,19.42
10/2/2023,17.03846153846154,25.48,30.26,91.94,9.79
10/3/2023,17.46153846153846,25.35,30.88,92.5,28.23
10/4/2023,17.884615384615387,25.87,29.78,94.88,35.35
10/5/2023,18.307692307692307,25.95,28.56,94.88,69.41
10/6/2023,18.73076923076923,25.41,30.51,92.25,23.44
10/7/2023,19.153846153846153,25.4,31.48,90.69,8.53
10/8/2023,19.576923076923077,25.07,32.08,87.56,3.25
10/9/2023,20.0,25.73,31.89,88.0,1.62
10/10/2023,20.423076923076923,25.13,32.19,78.88,0.32
10/11/2023,20.846153846153847,24.53,32.23,79.75,3.35
10/12/2023,21.269230769230766,24.05,32.31,74.94,0.58
10/13/2023,21.692307692307693,24.43,31.75,69.19,1.98
10/14/2023,22.115384615384613,22.26,31.43,68.06,0.75
10/15/2023,22.53846153846154,22.38,31.64,71.5,0.0
10/16/2023,22.96153846153846,21.8,31.12,71.88,0.0
10/17/2023,23.384615384615387,22.9,31.07,74.31,0.01
10/18/2023,23.807692307692307,22.59,30.51,81.06,0.17
10/19/2023,24.23076923076923,21.23,29.56,83.94,0.02
10/20/2023,24.653846153846153,20.47,29.79,84.19,0.0
10/21/2023,25.076923076923077,19.37,29.7,83.94,0.0
10/22/2023,25.5,21.26,29.9,82.12,0.06
10/23/2023,25.923076923076923,22.72,29.37,86.19,5.8
10/24/2023,26.346153846153847,22.8,28.97,89.62,5.22
10/25/2023,26.76923076923077,22.23,29.96,86.0,1.6
10/26/2023,27.192307692307693,21.98,30.28,82.44,0.84
10/27/2023,27.615384615384617,21.23,29.26,82.62,0.34
10/28/2023,28.038461538461537,20.87,29.08,80.44,0.0
10/29/2023,28.46153846153846,19.04,28.74,77.75,0.0
10/30/2023,28.884615384615383,19.75,29.16,76.81,0.0
10/31/2023,29.307692307692307,19.59,29.65,73.0,0.0
11/1/2023,29.73076923076923,20.15,30.22,80.94,0.32
11/2/2023,30.153846153846153,21.05,30.61,81.12,0.19
11/3/2023,30.576923076923077,22.2,30.33,76.25,0.03
11/4/2023,31.0,22.4,29.95,75.62,1.18
11/5/2023,28.0,22.23,28.84,85.38,2.06
11/6/2023,18.0,19.94,28.96,79.5,0.01
11/7/2023,40.0,18.53,27.69,78.19,0.0
11/8/2023,49.0,17.78,28.15,76.75,0.0
11/9/2023,32.0,16.87,28.44,71.94,0.0
11/10/2023,47.0,16.99,28.26,77.31,0.0
11/11/2023,71.0,16.83,28.26,81.31,0.0
11/12/2023,40.0,17.23,28.94,82.5,0.0
11/13/2023,46.0,17.14,28.83,82.75,0.01
11/14/2023,61.0,16.98,29.23,78.19,0.02
11/15/2023,41.0,18.33,28.32,74.44,0.01
11/16/2023,34.0,20.44,26.01,85.5,2.79
11/17/2023,45.0,21.41,28.32,88.19,1.64
11/18/2023,38.0,19.65,28.73,82.62,0.31
11/19/2023,52.0,17.98,29.05,79.12,0.03
11/20/2023,78.0,18.1,29.3,80.62,0.05
11/21/2023,38.0,18.44,28.48,79.06,0.03
11/22/2023,55.0,17.24,28.03,78.19,0.0
11/23/2023,40.0,15.33,27.58,77.19,0.0
11/24/2023,34.0,14.96,27.86,77.25,0.0
11/25/2023,37.0,16.55,28.56,79.69,0.03
11/26/2023,23.0,15.88,28.55,73.38,0.04
11/27/2023,23.0,16.15,29.22,69.12,0.0
11/28/2023,52.0,16.68,29.83,75.81,0.0
11/29/2023,55.0,16.72,28.46,71.81,0.0
11/30/2023,65.0,16.99,29.27,76.31,0.0
12/1/2023,66.0,16.97,29.9,77.62,0.0
12/2/2023,76.0,18.38,29.61,75.44,0.0
12/3/2023,71.0,17.44,29.85,78.06,0.0
12/4/2023,43.0,18.42,28.17,74.94,0.04
12/5/2023,0.0,18.98,25.7,76.94,2.0
